,STATION,NAME,DATE,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DT,year
1099,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-04,0.0,",,X,2400",,,,,,,66,",,X",46,",,X",2013-01-04,2013
1100,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-05,0.0,",,X,2400",,,,,,,62,",,X",42,",,X",2013-01-05,2013
1101,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-06,0.13,",,X,2400",,,,,,,57,",,X",47,",,X",2013-01-06,2013
1102,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-07,0.0,",,X,2400",,,,,,,66,",,X",47,",,X",2013-01-07,2013
1103,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-08,0.0,",,X,2400",,,,,,,67,",,X",45,",,X",2013-01-08,2013
1104,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-09,0.0,",,X,2400",,,,,,,63,",,X",48,",,X",2013-01-09,2013
1105,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-10,0.07,",,X,2400",,,,,,,59,",,X",48,",,X",2013-01-10,2013
1106,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-11,0.0,",,X,2400",,,,,,,54,",,X",45,",,X",2013-01-11,2013
1107,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-12,0.0,",,X,2400",,,,,,,57,",,X",42,",,X",2013-01-12,2013
1108,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-13,0.0,",,X,2400",,,,,,,56,",,X",39,",,X",2013-01-13,2013
1109,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-14,0.0,",,X,2400",,,,,,,58,",,X",38,",,X",2013-01-14,2013
1110,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-15,0.0,",,X,2400",,,,,,,57,",,X",38,",,X",2013-01-15,2013
1111,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-16,0.0,",,X,2400",,,,,,,66,",,X",40,",,X",2013-01-16,2013
1112,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-17,0.0,",,X,2400",,,,,,,75,",,X",45,",,X",2013-01-17,2013
1113,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-18,0.0,",,X,2400",,,,,,,79,",,X",52,",,X",2013-01-18,2013
1114,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-19,0.0,",,X,2400",,,,,,,79,",,X",51,",,X",2013-01-19,2013
1115,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-20,0.0,",,X,2400",,,,,,,80,",,X",52,",,X",2013-01-20,2013
1116,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-21,0.0,",,X,2400",,,,,,,77,",,X",49,",,X",2013-01-21,2013
1117,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-22,0.0,",,X,2400",,,,,,,80,",,X",53,",,X",2013-01-22,2013
1118,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-23,0.04,",,X,2400",,,,,,,75,",,X",58,",,X",2013-01-23,2013
1119,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-24,0.76,",,X,2400",,,,,,,66,",,X",55,",,X",2013-01-24,2013
1120,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-25,0.16,",,X,2400",,,,,,,67,",,X",60,",,X",2013-01-25,2013
1121,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-26,0.12,",,X,2400",,,,,,,64,",,X",54,",,X",2013-01-26,2013
1122,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-27,0.02,",,X,2400",,,,,,,59,",,X",53,",,X",2013-01-27,2013
1123,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-28,0.0,",,X,2400",,,,,,,60,",,X",50,",,X",2013-01-28,2013
1124,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-29,0.0,",,X,2400",,,,,,,58,",,X",44,",,X",2013-01-29,2013
1125,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-30,0.0,",,X,2400",,,,,,,65,",,X",45,",,X",2013-01-30,2013
1126,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-01-31,0.0,",,X,2400",,,,,,,72,",,X",48,",,X",2013-01-31,2013
1127,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-01,0.0,",,X,2400",,,,,,,73,",,X",51,",,X",2013-02-01,2013
1128,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-02,0.0,"T,,X,2400",,,,,,,74,",,X",56,",,X",2013-02-02,2013
1129,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-03,0.0,",,X,2400",,,,,,,71,",,X",55,",,X",2013-02-03,2013
1130,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-04,0.0,",,X,2400",,,,,,,62,",,X",50,",,X",2013-02-04,2013
1131,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-05,0.0,",,X,2400",,,,,,,57,",,X",53,",,X",2013-02-05,2013
1132,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-06,0.0,",,X,2400",,,,,,,60,",,X",52,",,X",2013-02-06,2013
1133,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-07,0.0,"T,,X,2400",,,,,,,59,",,X",47,",,X",2013-02-07,2013
1134,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-08,0.07,",,X,2400",,,,,,,54,",,X",43,",,X",2013-02-08,2013
1135,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-09,0.0,",,X,2400",,,,,,,56,",,X",39,",,X",2013-02-09,2013
1136,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-10,0.0,"T,,X,2400",,,,,,,57,",,X",43,",,X",2013-02-10,2013
1137,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-11,0.0,",,X,2400",,,,,,,60,",,X",43,",,X",2013-02-11,2013
1138,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-12,0.0,",,X,2400",,,,,,,63,",,X",43,",,X",2013-02-12,2013
1139,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-13,0.0,",,X,2400",,,,,,,64,",,X",45,",,X",2013-02-13,2013
1140,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-14,0.0,",,X,2400",,,,,,,70,",,X",46,",,X",2013-02-14,2013
1141,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-15,0.0,",,X,2400",,,,,,,80,",,X",46,",,X",2013-02-15,2013
1142,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-16,0.0,",,X,2400",,,,,,,80,",,X",54,",,X",2013-02-16,2013
1143,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-17,0.0,",,X,2400",,,,,,,65,",,X",50,",,X",2013-02-17,2013
1144,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-18,0.0,",,X,2400",,,,,,,61,",,X",54,",,X",2013-02-18,2013
1145,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-19,0.13,",,X,2400",,,,,,,57,",,X",46,",,X",2013-02-19,2013
1146,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-20,0.0,",,X,2400",,,,,,,59,",,X",44,",,X",2013-02-20,2013
1147,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-21,0.0,",,X,2400",,,,,,,61,",,X",45,",,X",2013-02-21,2013
1148,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-22,0.0,",,X,2400",,,,,,,63,",,X",43,",,X",2013-02-22,2013
1149,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-23,0.0,",,X,2400",,,,,,,60,",,X",45,",,X",2013-02-23,2013
1150,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-24,0.0,",,X,2400",,,,,,,65,",,X",46,",,X",2013-02-24,2013
1151,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-25,0.0,",,X,2400",,,,,,,67,",,X",45,",,X",2013-02-25,2013
1152,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-26,0.0,",,X,2400",,,,,,,66,",,X",44,",,X",2013-02-26,2013
1153,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-27,0.0,",,X,2400",,,,,,,73,",,X",51,",,X",2013-02-27,2013
1154,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-02-28,0.0,",,X,2400",,,,,,,76,",,X",50,",,X",2013-02-28,2013
1155,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-01,0.0,",,X,2400",,,,,,,81,",,X",54,",,X",2013-03-01,2013
1156,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-02,0.0,",,X,2400",,,,,,,82,",,X",57,",,X",2013-03-02,2013
1157,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-03,0.0,"T,,X,2400",,,,,,,64,",,X",55,",,X",2013-03-03,2013
1158,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-04,0.0,",,X,2400",,,,,,,64,",,X",52,",,X",2013-03-04,2013
1159,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-05,0.0,",,X,2400",,,,,,,61,",,X",54,",,X",2013-03-05,2013
1160,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-06,0.0,"T,,X,2400",,,,,,,60,",,X",50,",,X",2013-03-06,2013
1161,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-07,0.07,",,X,2400",,,,,,,62,",,X",53,",,X",2013-03-07,2013
1162,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-08,0.59,",,X,2400",,,,,,,58,",,X",48,",,X",2013-03-08,2013
1163,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-09,0.0,",,X,2400",,,,,,,61,",,X",48,",,X",2013-03-09,2013
1164,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-10,0.0,",,X,2400",,,,,,,64,",,X",48,",,X",2013-03-10,2013
1165,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-11,0.0,",,X,2400",,,,,,,67,",,X",49,",,X",2013-03-11,2013
1166,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-12,0.0,",,X,2400",,,,,,,60,",,X",50,",,X",2013-03-12,2013
1167,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-13,0.0,",,X,2400",,,,,,,65,",,X",51,",,X",2013-03-13,2013
1168,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-14,0.0,",,X,2400",,,,,,,62,",,X",53,",,X",2013-03-14,2013
1169,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-15,0.0,",,X,2400",,,,,,,65,",,X",53,",,X",2013-03-15,2013
1170,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-16,0.0,",,X,2400",,,,,,,62,",,X",53,",,X",2013-03-16,2013
1171,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-17,0.0,",,X,2400",,,,,,,61,",,X",54,",,X",2013-03-17,2013
1172,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-18,0.0,",,X,2400",,,,,,,63,",,X",56,",,X",2013-03-18,2013
1173,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-19,0.0,",,X,2400",,,,,,,62,",,X",52,",,X",2013-03-19,2013
1174,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-20,0.0,",,X,2400",,,,,,,65,",,X",54,",,X",2013-03-20,2013
1175,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-21,0.0,",,X,2400",,,,,,,67,",,X",54,",,X",2013-03-21,2013
1176,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-22,0.0,",,X,2400",,,,,,,68,",,X",53,",,X",2013-03-22,2013
1177,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-23,0.0,",,X,2400",,,,,,,68,",,X",54,",,X",2013-03-23,2013
1178,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-24,0.0,",,X,2400",,,,,,,70,",,X",55,",,X",2013-03-24,2013
1179,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-25,0.0,",,X,2400",,,,,,,69,",,X",52,",,X",2013-03-25,2013
1180,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-26,0.0,",,X,2400",,,,,,,64,",,X",55,",,X",2013-03-26,2013
1181,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-27,0.0,",,X,2400",,,,,,,67,",,X",55,",,X",2013-03-27,2013
1182,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-28,0.0,",,X,2400",,,,,,,66,",,X",55,",,X",2013-03-28,2013
1183,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-29,0.0,",,X,2400",,,,,,,65,",,X",55,",,X",2013-03-29,2013
1184,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-30,0.0,",,X,2400",,,,,,,64,",,X",55,",,X",2013-03-30,2013
1185,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-03-31,0.0,"T,,X,2400",,,,,,,68,",,X",57,",,X",2013-03-31,2013
1186,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-01,0.0,",,W,2400",,,,,59.0,"H,,S",64,",,W",56,",,W",2013-04-01,2013
1187,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-02,0.0,",,W,2400",,,,,60.0,"H,,S",66,",,W",55,",,W",2013-04-02,2013
1188,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-03,0.0,",,W,2400",,,,,60.0,"H,,S",68,",,W",54,",,W",2013-04-03,2013
1189,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-04,0.0,",,W,2400",,,,,59.0,"H,,S",64,",,W",56,",,W",2013-04-04,2013
1190,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-05,0.0,",,W,2400",,,,,61.0,"H,,S",67,",,W",58,",,W",2013-04-05,2013
1191,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-06,0.0,",,W,2400",,,,,61.0,"H,,S",67,",,W",56,",,W",2013-04-06,2013
1192,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-07,0.0,",,W,2400",,,,,61.0,"H,,S",67,",,W",56,",,W",2013-04-07,2013
1193,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-08,0.0,",,W,2400",,,,,61.0,"H,,S",66,",,W",57,",,W",2013-04-08,2013
1194,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-09,0.0,",,W,2400",,,,,63.0,"H,,S",73,",,W",55,",,W",2013-04-09,2013
1195,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-10,0.0,",,W,2400",,,,,63.0,"H,,S",74,",,W",53,",,W",2013-04-10,2013
1196,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-11,0.0,",,W,2400",,,,,63.0,"H,,S",72,",,W",54,",,W",2013-04-11,2013
1197,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-12,0.0,",,W,2400",,,,,60.0,"H,,S",65,",,W",56,",,W",2013-04-12,2013
1198,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-13,0.0,"T,,W,2400",,,,,58.0,"H,,S",62,",,W",57,",,W",2013-04-13,2013
1199,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-14,0.0,",,W,2400",,,,,58.0,"H,,S",63,",,W",56,",,W",2013-04-14,2013
1200,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-15,0.06,",,W,2400",,,,,59.0,"H,,S",64,",,W",54,",,W",2013-04-15,2013
1201,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-16,0.0,",,W,2400",,,,,57.0,"H,,S",65,",,W",51,",,W",2013-04-16,2013
1202,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-17,0.0,",,W,2400",,,,,62.0,"H,,S",70,",,W",56,",,W",2013-04-17,2013
1203,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-18,0.0,",,W,2400",,,,,65.0,"H,,S",77,",,W",53,",,W",2013-04-18,2013
1204,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-19,0.0,",,W,2400",,,,,66.0,"H,,S",79,",,W",54,",,W",2013-04-19,2013
1205,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-20,0.0,",,W,2400",,,,,63.0,"H,,S",78,",,W",55,",,W",2013-04-20,2013
1206,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-21,0.0,",,W,2400",,,,,64.0,"H,,S",71,",,W",57,",,W",2013-04-21,2013
1207,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-22,0.0,",,W,2400",,,,,62.0,"H,,S",66,",,W",58,",,W",2013-04-22,2013
1208,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-23,0.0,",,W,2400",,,,,61.0,"H,,S",68,",,W",58,",,W",2013-04-23,2013
1209,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-24,0.0,"T,,W,2400",,,,,60.0,"H,,S",63,",,W",59,",,W",2013-04-24,2013
1210,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-25,0.0,",,W,2400",,,,,62.0,"H,,S",70,",,W",59,",,W",2013-04-25,2013
1211,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-26,0.0,",,W,2400",,,,,63.0,"H,,S",70,",,W",56,",,W",2013-04-26,2013
1212,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-27,0.0,",,W,2400",,,,,61.0,"H,,S",66,",,W",57,",,W",2013-04-27,2013
1213,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-28,0.0,",,W,2400",,,,,62.0,"H,,S",67,",,W",57,",,W",2013-04-28,2013
1214,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-29,0.0,",,W,2400",,,,,61.0,"H,,S",70,",,W",58,",,W",2013-04-29,2013
1215,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-04-30,0.0,",,W,2400",,,,,61.0,"H,,S",67,",,W",59,",,W",2013-04-30,2013
1216,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-01,0.0,",,W,2400",,,,,64.0,"H,,S",71,",,W",61,",,W",2013-05-01,2013
1217,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-02,0.0,",,W,2400",,,,,65.0,"H,,S",78,",,W",58,",,W",2013-05-02,2013
1218,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-03,0.0,",,W,2400",,,,,72.0,"H,,S",90,",,W",61,",,W",2013-05-03,2013
1219,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-04,0.0,",,W,2400",,,,,67.0,"H,,S",73,",,W",59,",,W",2013-05-04,2013
1220,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-05,0.03,",,W,2400",,,,,63.0,"H,,S",69,",,W",59,",,W",2013-05-05,2013
1221,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-06,0.16,",,W,2400",,,,,63.0,"H,,S",69,",,W",59,",,W",2013-05-06,2013
1222,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-07,0.2,",,W,2400",,,,,64.0,"H,,S",69,",,W",58,",,W",2013-05-07,2013
1223,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-08,0.0,",,W,2400",,,,,64.0,"H,,S",69,",,W",61,",,W",2013-05-08,2013
1224,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-09,0.0,",,W,2400",,,,,63.0,"H,,S",69,",,W",58,",,W",2013-05-09,2013
1225,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-10,0.0,",,W,2400",,,,,64.0,"H,,S",70,",,W",59,",,W",2013-05-10,2013
1226,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-11,0.0,",,W,2400",,,,,65.0,"H,,S",73,",,W",61,",,W",2013-05-11,2013
1227,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-12,0.0,",,W,2400",,,,,64.0,"H,,S",73,",,W",60,",,W",2013-05-12,2013
1228,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-13,0.0,",,W,2400",,,,,73.0,"H,,S",84,",,W",65,",,W",2013-05-13,2013
1229,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-14,0.0,",,W,2400",,,,,67.0,"H,,S",72,",,W",59,",,W",2013-05-14,2013
1230,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-15,0.0,",,W,2400",,,,,64.0,"H,,S",70,",,W",58,",,W",2013-05-15,2013
1231,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-16,0.0,",,W,2400",,,,,64.0,"H,,S",70,",,W",62,",,W",2013-05-16,2013
1232,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-17,0.0,",,W,2400",,,,,65.0,"H,,S",71,",,W",62,",,W",2013-05-17,2013
1233,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-18,0.0,",,W,2400",,,,,65.0,"H,,S",72,",,W",60,",,W",2013-05-18,2013
1234,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-19,0.0,",,W,2400",,,,,65.0,"H,,S",71,",,W",58,",,W",2013-05-19,2013
1235,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-20,0.0,",,W,2400",,,,,67.0,"H,,S",73,",,W",61,",,W",2013-05-20,2013
1236,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-21,0.0,",,W,2400",,,,,67.0,"H,,S",74,",,W",62,",,W",2013-05-21,2013
1237,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-22,0.0,",,W,2400",,,,,66.0,"H,,S",71,",,W",63,",,W",2013-05-22,2013
1238,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-23,0.0,",,W,2400",,,,,65.0,"H,,S",70,",,W",61,",,W",2013-05-23,2013
1239,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-24,0.0,",,W,2400",,,,,65.0,"H,,S",70,",,W",59,",,W",2013-05-24,2013
1240,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-25,0.0,",,W,2400",,,,,64.0,"H,,S",69,",,W",59,",,W",2013-05-25,2013
1241,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-26,0.0,",,W,2400",,,,,64.0,"H,,S",70,",,W",59,",,W",2013-05-26,2013
1242,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-27,0.0,",,W,2400",,,,,65.0,"H,,S",71,",,W",60,",,W",2013-05-27,2013
1243,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-28,0.0,",,W,2400",,,,,66.0,"H,,S",74,",,W",62,",,W",2013-05-28,2013
1244,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-29,0.0,",,W,2400",,,,,68.0,"H,,S",76,",,W",63,",,W",2013-05-29,2013
1245,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-30,0.0,",,W,2400",,,,,68.0,"H,,S",75,",,W",64,",,W",2013-05-30,2013
1246,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-05-31,0.0,",,W,2400",,,,,68.0,"H,,S",73,",,W",64,",,W",2013-05-31,2013
1247,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-06-01,0.0,",,W,2400",0.0,",,W",0.0,",,W",67.0,"H,,S",73,",,W",63,",,W",2013-06-01,2013
1248,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-06-02,0.0,",,W,2400",0.0,",,W",0.0,",,W",67.0,"H,,S",76,",,W",65,",,W",2013-06-02,2013
1249,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-06-03,0.0,",,W,2400",0.0,",,W",0.0,",,W",67.0,"H,,S",73,",,W",64,",,W",2013-06-03,2013
1250,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-06-04,0.0,",,W,2400",0.0,",,W",0.0,",,W",66.0,"H,,S",71,",,W",63,",,W",2013-06-04,2013
1251,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-06-05,0.0,",,W,2400",0.0,",,W",0.0,",,W",65.0,"H,,S",69,",,W",62,",,W",2013-06-05,2013
1252,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-06-06,0.0,",,W,2400",0.0,",,W",0.0,",,W",64.0,"H,,S",67,",,W",62,",,W",2013-06-06,2013
1253,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-06-07,0.0,",,W,2400",0.0,",,W",0.0,",,W",63.0,"H,,S",67,",,W",62,",,W",2013-06-07,2013
1254,USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2013-06-08,0.0,",,W,2400",0.0,",,W",0.0,",,W",65.0,"H,,S",72,",,W",62,",,W",2013-06-08,2013
